customer_id,transaction_date,transaction_amount,transaction_type,transaction_description
260,11:48.5,5957,deposit,Cash Deposit
260,05:59.2,1244,deposit,Cash Deposit
260,50:26.7,7694,deposit,Check Deposit
260,17:53.1,3972,deposit,Cash Deposit
260,48:13.8,1838,deposit,Check Deposit
260,55:56.6,3812,payment,Grocery Shopping
260,29:41.8,4735,payment,Online Purchase
260,58:39.0,850,deposit,Cash Deposit
261,57:28.1,6021,payment,Grocery Shopping
261,21:22.8,2581,payment,Online Purchase
262,15:01.1,4716,deposit,Cash Deposit
262,56:58.4,1714,deposit,Salary Deposit
262,00:27.8,504,payment,Grocery Shopping
262,00:58.8,252,withdrawal,Bill Payment
262,16:13.1,7572,withdrawal,Online Transfer
262,34:27.9,4563,deposit,Check Deposit
262,25:53.2,2879,withdrawal,Bill Payment
263,50:43.9,4427,withdrawal,Bill Payment
263,11:27.2,9601,deposit,Check Deposit
263,12:16.0,4077,withdrawal,Online Transfer
263,42:22.0,8435,deposit,Check Deposit
263,39:11.5,2998,payment,Grocery Shopping
263,58:34.6,835,withdrawal,Online Transfer
263,07:20.9,4177,withdrawal,Online Transfer
263,21:18.0,956,payment,Online Purchase
263,59:03.4,6189,deposit,Cash Deposit
265,48:38.5,5437,withdrawal,ATM Withdrawal
265,15:30.3,140,withdrawal,ATM Withdrawal
265,35:07.5,5515,withdrawal,Online Transfer
265,05:51.3,8236,withdrawal,Bill Payment
265,59:49.9,8526,payment,Restaurant Bill
265,30:57.5,5779,deposit,Check Deposit
265,50:35.8,3152,withdrawal,ATM Withdrawal
265,04:25.1,2521,deposit,Cash Deposit
266,35:24.3,1026,payment,Restaurant Bill
266,00:56.9,9753,deposit,Cash Deposit
266,20:48.5,6868,payment,Online Purchase
266,08:58.4,4235,payment,Online Purchase
266,25:03.0,1755,deposit,Check Deposit
266,41:51.6,5406,payment,Grocery Shopping
266,35:15.2,7919,withdrawal,Bill Payment
267,50:17.7,4173,deposit,Check Deposit
269,05:39.6,6408,payment,Grocery Shopping
269,59:37.4,9979,deposit,Check Deposit
269,30:52.6,8157,payment,Grocery Shopping
269,45:31.8,1112,payment,Restaurant Bill
269,16:23.5,6835,withdrawal,ATM Withdrawal
270,04:45.1,9333,payment,Online Purchase
270,27:04.1,7676,withdrawal,Bill Payment
270,18:55.6,8961,deposit,Check Deposit
270,48:46.9,9929,deposit,Cash Deposit
270,10:37.4,573,payment,Restaurant Bill
270,19:09.0,664,withdrawal,ATM Withdrawal
270,30:35.5,779,withdrawal,Bill Payment
270,25:57.6,2463,payment,Online Purchase
270,12:29.2,188,deposit,Cash Deposit
271,08:16.3,9491,payment,Grocery Shopping
271,21:34.9,9111,payment,Grocery Shopping
271,21:06.6,8802,withdrawal,Online Transfer
271,47:39.9,6174,withdrawal,ATM Withdrawal
271,05:28.0,8005,payment,Online Purchase
272,19:24.4,7246,deposit,Salary Deposit
273,04:17.1,3024,payment,Online Purchase
273,51:21.1,5011,deposit,Check Deposit
273,52:17.6,9738,withdrawal,ATM Withdrawal
273,17:47.0,1545,payment,Restaurant Bill
273,17:09.6,8220,payment,Grocery Shopping
273,45:12.6,6688,payment,Online Purchase
273,39:01.1,3597,payment,Restaurant Bill
274,57:06.2,7667,deposit,Cash Deposit
275,31:22.9,6257,withdrawal,Online Transfer
276,59:07.5,5994,payment,Online Purchase
276,37:13.2,2626,deposit,Check Deposit
276,39:47.3,8381,deposit,Salary Deposit
276,47:48.5,2406,deposit,Cash Deposit
276,30:04.0,9495,payment,Restaurant Bill
276,03:29.7,208,deposit,Cash Deposit
276,33:06.1,7971,withdrawal,Bill Payment
276,47:45.4,162,withdrawal,ATM Withdrawal
277,23:17.7,6174,payment,Grocery Shopping
277,50:16.5,4530,deposit,Salary Deposit
277,57:43.1,2946,withdrawal,Online Transfer
278,18:49.2,8543,payment,Grocery Shopping
278,52:30.1,2071,withdrawal,Online Transfer
278,28:04.6,5054,deposit,Salary Deposit
278,08:35.6,2101,deposit,Cash Deposit
278,02:39.7,1236,deposit,Salary Deposit
278,37:04.8,633,payment,Restaurant Bill
279,45:14.1,6946,payment,Grocery Shopping
279,53:33.4,887,deposit,Cash Deposit
279,45:34.1,6838,withdrawal,Bill Payment
279,02:25.1,2427,payment,Online Purchase
279,10:42.2,3745,payment,Restaurant Bill
279,38:32.7,231,payment,Online Purchase
279,38:21.4,1369,payment,Online Purchase
279,20:26.4,6636,withdrawal,ATM Withdrawal
280,02:48.4,366,payment,Grocery Shopping
280,12:36.2,9326,deposit,Check Deposit
281,33:08.1,3138,payment,Restaurant Bill
281,19:35.4,7914,withdrawal,Online Transfer
281,13:52.2,1847,withdrawal,Bill Payment
282,58:30.1,4081,withdrawal,Bill Payment
282,36:13.1,9621,withdrawal,ATM Withdrawal
282,57:39.0,5223,deposit,Cash Deposit
282,04:13.5,8045,payment,Grocery Shopping
282,11:46.9,9524,withdrawal,ATM Withdrawal
283,48:08.8,5927,payment,Online Purchase
283,10:50.1,2446,deposit,Check Deposit
283,19:12.5,2678,withdrawal,Online Transfer
283,04:15.4,8759,payment,Restaurant Bill
284,48:15.9,612,payment,Restaurant Bill
284,42:11.4,6450,withdrawal,ATM Withdrawal
284,26:28.3,4155,withdrawal,ATM Withdrawal
284,22:48.2,5832,withdrawal,Bill Payment
284,13:50.1,6762,withdrawal,Bill Payment
284,44:21.0,8771,deposit,Cash Deposit
284,37:14.3,401,deposit,Salary Deposit
284,50:21.4,7953,deposit,Check Deposit
284,59:54.2,7078,deposit,Cash Deposit
285,30:11.7,6665,payment,Online Purchase
285,16:40.5,3617,withdrawal,Online Transfer
286,15:24.8,3486,withdrawal,ATM Withdrawal
286,58:35.4,7159,deposit,Salary Deposit
286,02:56.4,5910,payment,Grocery Shopping
286,30:29.7,8386,payment,Restaurant Bill
286,41:31.2,6638,deposit,Cash Deposit
286,24:21.6,8635,deposit,Check Deposit
287,25:03.9,7871,deposit,Check Deposit
288,37:30.7,9972,payment,Grocery Shopping
288,20:43.2,6503,payment,Restaurant Bill
288,41:24.4,2651,withdrawal,Online Transfer
290,50:27.0,8786,deposit,Check Deposit
290,47:20.0,1081,deposit,Cash Deposit
290,03:21.3,6123,payment,Grocery Shopping
290,10:14.1,3341,payment,Restaurant Bill
290,40:47.1,6798,withdrawal,ATM Withdrawal
290,59:30.5,1250,payment,Grocery Shopping
290,52:10.8,8123,withdrawal,ATM Withdrawal
290,32:10.0,7240,payment,Restaurant Bill
290,26:18.3,8537,withdrawal,Bill Payment
291,13:22.4,6066,withdrawal,Online Transfer
291,00:21.2,5295,payment,Grocery Shopping
292,08:10.2,8495,withdrawal,Bill Payment
292,00:55.2,375,deposit,Check Deposit
292,35:43.0,6863,payment,Grocery Shopping
292,47:26.1,9843,payment,Restaurant Bill
292,45:51.5,3122,withdrawal,Online Transfer
292,03:23.3,9618,payment,Restaurant Bill
292,34:23.9,5843,deposit,Check Deposit
293,37:38.1,7364,payment,Restaurant Bill
293,33:02.3,2069,payment,Restaurant Bill
293,07:26.6,3313,deposit,Cash Deposit
293,35:35.3,2641,withdrawal,Online Transfer
293,11:48.8,3169,deposit,Salary Deposit
293,21:25.6,4608,payment,Restaurant Bill
294,52:51.9,1022,deposit,Cash Deposit
294,53:38.6,2445,payment,Restaurant Bill
294,13:51.8,6493,deposit,Cash Deposit
295,27:50.0,1928,deposit,Cash Deposit
295,31:35.5,8620,payment,Restaurant Bill
295,37:21.9,5154,payment,Online Purchase
295,54:14.5,8816,withdrawal,ATM Withdrawal
295,49:01.2,5779,withdrawal,Online Transfer
295,07:43.4,3889,deposit,Salary Deposit
297,03:23.7,6528,payment,Grocery Shopping
297,13:07.8,5121,withdrawal,Online Transfer
297,49:56.9,8471,withdrawal,ATM Withdrawal
297,53:52.8,7493,deposit,Check Deposit
297,58:34.6,3483,withdrawal,Online Transfer
297,46:36.0,5887,payment,Grocery Shopping
297,27:50.8,7550,payment,Grocery Shopping
297,52:24.5,1916,payment,Online Purchase
298,18:52.6,361,withdrawal,ATM Withdrawal
298,15:49.0,2444,payment,Online Purchase
299,57:10.1,5932,deposit,Check Deposit
299,58:15.4,2824,payment,Grocery Shopping
299,27:32.4,5202,deposit,Cash Deposit
299,11:01.6,4393,withdrawal,ATM Withdrawal
299,01:16.7,8998,payment,Restaurant Bill
299,55:27.7,5478,payment,Restaurant Bill
300,32:30.8,9888,deposit,Check Deposit
300,56:56.6,3907,withdrawal,Bill Payment
300,51:58.5,1418,deposit,Cash Deposit
300,23:08.6,4387,withdrawal,ATM Withdrawal
300,34:43.0,4376,deposit,Cash Deposit
300,59:46.1,9904,payment,Grocery Shopping
300,41:54.5,5356,payment,Grocery Shopping
300,38:15.1,1846,deposit,Check Deposit
301,03:32.6,1533,payment,Grocery Shopping
301,26:21.2,1114,payment,Grocery Shopping
301,34:05.8,3040,deposit,Cash Deposit
301,10:19.7,6557,deposit,Cash Deposit
302,18:54.3,5973,withdrawal,Bill Payment
302,56:40.7,1515,withdrawal,ATM Withdrawal
302,31:33.1,372,withdrawal,Bill Payment
303,44:35.9,1668,deposit,Salary Deposit
303,26:00.1,2570,withdrawal,ATM Withdrawal
303,06:15.4,9874,withdrawal,Bill Payment
303,55:13.6,6301,withdrawal,ATM Withdrawal
303,24:31.7,5672,deposit,Cash Deposit
303,10:42.4,3525,deposit,Check Deposit
303,29:51.3,7791,payment,Restaurant Bill
305,38:36.4,6027,deposit,Check Deposit
305,45:55.7,5581,withdrawal,Bill Payment
306,19:55.3,9497,deposit,Check Deposit
306,13:32.8,7340,payment,Restaurant Bill
307,59:28.0,9002,deposit,Check Deposit
307,39:41.2,4033,payment,Online Purchase
307,07:23.0,8747,withdrawal,Bill Payment
308,06:28.2,5667,deposit,Cash Deposit
308,33:10.2,8205,deposit,Check Deposit
308,11:24.9,1469,payment,Restaurant Bill
308,26:23.6,1871,deposit,Salary Deposit
309,48:54.8,6286,withdrawal,Bill Payment
309,15:04.1,7456,payment,Online Purchase
309,56:06.3,5409,payment,Grocery Shopping
309,30:46.3,647,deposit,Check Deposit
309,01:57.6,5124,payment,Online Purchase
309,05:19.0,7612,deposit,Cash Deposit
309,52:28.8,1465,deposit,Check Deposit
309,23:16.5,9268,payment,Grocery Shopping
310,52:17.2,1112,deposit,Cash Deposit
310,11:23.5,1558,payment,Grocery Shopping
310,41:54.7,3796,payment,Grocery Shopping
310,29:06.4,3912,deposit,Salary Deposit
310,09:43.3,4791,payment,Restaurant Bill
310,31:31.2,5972,withdrawal,ATM Withdrawal
310,21:55.2,5684,deposit,Check Deposit
310,44:24.9,933,payment,Online Purchase
310,47:48.8,8452,payment,Restaurant Bill
311,35:16.0,7168,withdrawal,ATM Withdrawal
311,30:38.3,8428,payment,Restaurant Bill
311,58:36.4,816,deposit,Salary Deposit
311,26:03.2,4273,deposit,Salary Deposit
311,18:10.2,1347,payment,Online Purchase
311,05:12.8,688,withdrawal,ATM Withdrawal
312,01:53.2,3152,deposit,Check Deposit
312,23:58.0,2245,deposit,Cash Deposit
312,14:19.1,5614,payment,Grocery Shopping
313,49:33.7,4461,payment,Online Purchase
313,15:35.5,3650,payment,Online Purchase
313,51:04.5,4593,withdrawal,Online Transfer
313,59:33.7,6673,withdrawal,Bill Payment
313,48:52.6,4263,payment,Online Purchase
313,12:34.3,6621,deposit,Check Deposit
313,28:45.3,3521,payment,Online Purchase
313,35:30.3,1872,payment,Grocery Shopping
314,11:33.8,3140,payment,Restaurant Bill
314,20:31.5,2500,withdrawal,Bill Payment
314,38:43.3,8720,deposit,Cash Deposit
314,25:06.9,4881,withdrawal,ATM Withdrawal
314,29:53.1,6365,deposit,Check Deposit
314,55:58.9,8974,payment,Restaurant Bill
314,57:56.2,8163,payment,Restaurant Bill
314,31:59.6,7748,deposit,Salary Deposit
315,21:57.8,9304,withdrawal,Online Transfer
315,03:17.2,5196,deposit,Salary Deposit
315,11:01.7,8498,withdrawal,Bill Payment
315,28:06.7,1504,deposit,Salary Deposit
315,51:40.5,2339,payment,Restaurant Bill
315,38:01.8,8089,withdrawal,ATM Withdrawal
315,22:21.4,7309,withdrawal,Online Transfer
316,49:17.2,6776,withdrawal,ATM Withdrawal
316,17:35.7,1435,withdrawal,Bill Payment
316,06:12.5,2260,payment,Restaurant Bill
316,58:28.6,206,payment,Online Purchase
318,31:03.6,4807,payment,Online Purchase
318,59:45.5,8719,withdrawal,ATM Withdrawal
318,07:30.2,9676,deposit,Salary Deposit
318,29:21.8,8404,deposit,Check Deposit
318,32:57.6,6613,deposit,Cash Deposit
319,59:00.5,1489,deposit,Salary Deposit
319,49:13.3,2674,withdrawal,ATM Withdrawal
319,27:54.6,3397,deposit,Check Deposit
319,00:59.6,668,withdrawal,Online Transfer
320,09:03.1,832,withdrawal,Online Transfer
321,46:31.3,6365,withdrawal,ATM Withdrawal
321,46:32.3,3689,withdrawal,Online Transfer
321,26:22.8,4877,payment,Restaurant Bill
321,52:39.9,4405,payment,Online Purchase
321,33:37.8,1831,deposit,Cash Deposit
321,27:03.7,7542,withdrawal,Bill Payment
321,34:20.1,779,withdrawal,ATM Withdrawal
321,20:39.9,567,deposit,Check Deposit
321,09:27.5,233,withdrawal,Bill Payment
322,16:10.9,9383,withdrawal,Bill Payment
323,48:08.5,6957,withdrawal,ATM Withdrawal
323,50:02.1,3644,deposit,Check Deposit
323,12:45.2,5963,payment,Grocery Shopping
323,42:49.5,7305,deposit,Cash Deposit
323,57:24.8,5504,withdrawal,Bill Payment
323,13:20.1,3140,withdrawal,Online Transfer
323,20:32.5,6463,deposit,Check Deposit
323,21:38.0,740,withdrawal,ATM Withdrawal
324,04:10.8,6861,payment,Online Purchase
324,05:52.1,1948,payment,Grocery Shopping
324,03:21.7,5025,deposit,Cash Deposit
324,55:53.4,4104,withdrawal,ATM Withdrawal
325,46:01.8,6928,withdrawal,Bill Payment
325,19:14.2,1714,payment,Grocery Shopping
325,46:56.1,2412,deposit,Cash Deposit
325,52:30.4,6805,withdrawal,ATM Withdrawal
325,18:36.3,8564,withdrawal,ATM Withdrawal
325,25:10.3,7045,payment,Grocery Shopping
325,13:04.7,9991,deposit,Check Deposit
325,18:54.6,9707,payment,Restaurant Bill
325,37:47.4,650,withdrawal,ATM Withdrawal
326,13:28.6,1068,payment,Grocery Shopping
326,01:50.0,9348,withdrawal,Bill Payment
326,06:01.6,1318,withdrawal,Bill Payment
326,40:38.5,8217,payment,Online Purchase
326,30:18.0,5143,payment,Grocery Shopping
327,37:04.8,4534,payment,Grocery Shopping
327,42:11.1,9948,deposit,Cash Deposit
327,10:29.7,4178,deposit,Check Deposit
327,23:52.5,9052,withdrawal,ATM Withdrawal
327,46:00.5,2234,deposit,Salary Deposit
327,50:46.4,4103,deposit,Salary Deposit
328,54:18.2,441,withdrawal,Bill Payment
328,17:31.5,7205,withdrawal,Bill Payment
328,33:05.7,205,deposit,Salary Deposit
328,26:45.8,8555,withdrawal,ATM Withdrawal
328,30:56.1,990,deposit,Cash Deposit
328,06:08.5,6061,withdrawal,ATM Withdrawal
329,11:52.3,4500,deposit,Salary Deposit
329,43:23.7,3443,payment,Online Purchase
329,37:56.9,1493,withdrawal,Online Transfer
329,19:14.4,3468,payment,Grocery Shopping
329,58:38.7,9026,payment,Online Purchase
329,59:50.8,4216,payment,Restaurant Bill
329,18:48.1,4055,withdrawal,Online Transfer
330,09:05.3,4665,payment,Grocery Shopping
330,44:56.6,278,withdrawal,ATM Withdrawal
330,38:33.9,8437,payment,Online Purchase
330,00:15.7,3839,payment,Restaurant Bill
330,57:24.6,8358,deposit,Cash Deposit
330,51:46.1,7978,withdrawal,ATM Withdrawal
330,23:26.4,2152,deposit,Salary Deposit
331,04:58.0,9551,deposit,Cash Deposit
331,08:40.3,8642,withdrawal,Online Transfer
331,07:26.1,4079,payment,Online Purchase
331,27:48.6,1934,withdrawal,Bill Payment
331,11:56.7,1942,payment,Online Purchase
331,09:01.7,7117,payment,Grocery Shopping
331,44:26.8,4074,withdrawal,Online Transfer
331,43:24.1,3263,withdrawal,ATM Withdrawal
332,53:15.4,8630,deposit,Cash Deposit
332,47:35.9,6891,deposit,Check Deposit
332,29:59.0,1226,withdrawal,Online Transfer
332,42:24.8,8095,payment,Online Purchase
332,50:23.7,5925,deposit,Check Deposit
332,35:14.2,736,withdrawal,Bill Payment
332,14:06.6,1736,payment,Restaurant Bill
333,48:29.3,3974,withdrawal,ATM Withdrawal
333,23:18.9,6667,deposit,Check Deposit
333,28:44.5,8361,deposit,Check Deposit
333,32:15.3,4356,withdrawal,Online Transfer
333,18:06.4,8156,payment,Restaurant Bill
333,19:22.3,6419,withdrawal,ATM Withdrawal
334,38:42.6,8007,withdrawal,Online Transfer
334,03:31.5,7417,withdrawal,ATM Withdrawal
334,05:50.0,5639,deposit,Cash Deposit
334,40:01.3,9474,payment,Grocery Shopping
334,58:34.1,268,deposit,Check Deposit
334,57:24.5,4488,payment,Online Purchase
334,33:25.1,3053,deposit,Cash Deposit
334,30:12.0,3032,withdrawal,ATM Withdrawal
334,56:53.0,2387,payment,Restaurant Bill
335,20:01.6,9882,withdrawal,Bill Payment
335,22:26.0,3415,deposit,Cash Deposit
335,58:56.0,1454,deposit,Check Deposit
335,26:37.6,1189,withdrawal,Bill Payment
335,19:10.2,1123,deposit,Salary Deposit
335,38:11.6,3668,withdrawal,Bill Payment
335,43:21.7,9448,withdrawal,ATM Withdrawal
335,31:43.4,4292,deposit,Cash Deposit
335,25:19.8,4734,withdrawal,Online Transfer
336,35:06.9,5911,deposit,Cash Deposit
336,38:51.8,8403,deposit,Salary Deposit
336,37:15.9,6128,withdrawal,Bill Payment
336,50:32.0,344,payment,Online Purchase
337,27:37.4,5213,deposit,Salary Deposit
337,11:43.8,6472,deposit,Check Deposit
337,53:56.7,5669,payment,Restaurant Bill
337,07:31.2,4133,deposit,Check Deposit
337,52:43.5,2657,withdrawal,Online Transfer
337,53:32.7,2842,payment,Online Purchase
337,09:44.6,4044,payment,Grocery Shopping
338,57:54.5,4566,payment,Online Purchase
338,30:00.1,4350,deposit,Check Deposit
338,01:19.2,5993,withdrawal,Bill Payment
338,30:59.3,9479,payment,Grocery Shopping
338,07:25.2,861,withdrawal,Online Transfer
338,18:17.4,9120,payment,Grocery Shopping
338,26:46.0,4164,withdrawal,Online Transfer
338,24:03.2,1304,payment,Grocery Shopping
338,59:25.4,9419,payment,Grocery Shopping
339,26:51.1,9475,deposit,Cash Deposit
339,59:27.9,7790,payment,Grocery Shopping
339,12:32.6,9508,payment,Restaurant Bill
339,14:30.4,6508,payment,Grocery Shopping
341,25:20.0,5048,withdrawal,ATM Withdrawal
341,42:40.0,4838,payment,Restaurant Bill
341,01:13.1,1401,deposit,Salary Deposit
342,34:28.0,822,deposit,Cash Deposit
343,14:29.5,6234,deposit,Check Deposit
343,03:18.5,4782,payment,Grocery Shopping
343,56:30.0,1819,deposit,Salary Deposit
343,41:23.1,3210,withdrawal,ATM Withdrawal
343,14:32.6,9962,payment,Restaurant Bill
344,02:34.2,5805,withdrawal,ATM Withdrawal
344,58:50.6,2447,payment,Online Purchase
345,33:56.5,4368,payment,Grocery Shopping
345,21:43.8,612,payment,Grocery Shopping
346,30:27.8,9945,payment,Online Purchase
346,20:10.6,8487,withdrawal,ATM Withdrawal
346,25:01.6,6729,withdrawal,Bill Payment
346,56:47.6,5110,withdrawal,ATM Withdrawal
346,29:49.2,3247,withdrawal,Bill Payment
346,26:37.1,4185,deposit,Check Deposit
346,39:29.3,9849,deposit,Salary Deposit
346,18:55.0,5034,deposit,Check Deposit
347,49:46.1,5013,payment,Restaurant Bill
347,22:01.7,4187,deposit,Check Deposit
347,39:20.3,3163,withdrawal,ATM Withdrawal
347,46:34.1,3724,deposit,Salary Deposit
347,15:41.3,4386,payment,Restaurant Bill
347,11:07.0,4000,payment,Grocery Shopping
348,17:31.4,1685,deposit,Cash Deposit
348,52:51.1,7996,deposit,Cash Deposit
348,44:55.7,897,payment,Restaurant Bill
348,20:21.0,7531,payment,Restaurant Bill
348,43:50.1,3938,deposit,Check Deposit
349,50:41.3,8729,deposit,Salary Deposit
349,30:56.9,9612,deposit,Cash Deposit
351,17:16.7,7806,deposit,Cash Deposit
352,27:14.4,9373,payment,Restaurant Bill
352,35:55.0,2769,deposit,Check Deposit
352,07:32.7,4411,deposit,Salary Deposit
353,31:58.6,6730,withdrawal,ATM Withdrawal
353,03:26.5,1468,deposit,Check Deposit
353,08:53.9,3242,payment,Restaurant Bill
353,38:13.6,2515,payment,Online Purchase
354,21:21.0,9585,deposit,Check Deposit
354,26:20.7,2041,withdrawal,ATM Withdrawal
354,44:31.2,1178,deposit,Check Deposit
354,43:49.2,8052,withdrawal,Online Transfer
354,31:45.5,8748,withdrawal,Bill Payment
354,32:56.2,2983,withdrawal,Online Transfer
354,22:16.5,8194,deposit,Check Deposit
354,49:29.8,9669,withdrawal,ATM Withdrawal
354,30:22.9,8374,withdrawal,Bill Payment
355,42:09.6,6825,deposit,Salary Deposit
355,56:36.8,7943,deposit,Check Deposit
355,58:55.3,5549,withdrawal,Bill Payment
355,44:33.6,6947,withdrawal,ATM Withdrawal
355,19:06.9,4235,withdrawal,Online Transfer
355,00:52.9,4034,deposit,Cash Deposit
355,03:17.5,8467,deposit,Check Deposit
355,58:22.7,3688,deposit,Check Deposit
356,36:07.3,5074,withdrawal,Online Transfer
356,01:10.7,9275,payment,Restaurant Bill
356,50:03.7,1211,deposit,Cash Deposit
356,53:30.3,3687,withdrawal,Online Transfer
357,32:13.1,4912,deposit,Check Deposit
358,56:08.2,1550,withdrawal,Online Transfer
358,41:36.5,5505,withdrawal,Bill Payment
358,10:05.2,9635,deposit,Salary Deposit
358,00:30.6,5693,withdrawal,Bill Payment
358,05:06.2,692,payment,Online Purchase
358,44:01.9,4916,withdrawal,Online Transfer
359,10:23.9,3168,deposit,Salary Deposit
359,37:44.2,7657,withdrawal,ATM Withdrawal
359,26:00.5,3353,deposit,Salary Deposit
359,36:57.9,7313,payment,Restaurant Bill
359,38:47.7,377,withdrawal,ATM Withdrawal
359,14:44.0,8206,deposit,Cash Deposit
360,53:13.6,3715,payment,Online Purchase
360,30:05.3,436,payment,Restaurant Bill
360,55:31.8,3105,deposit,Cash Deposit
360,31:18.4,5826,deposit,Check Deposit
360,31:11.0,1568,deposit,Check Deposit
360,39:24.0,1026,deposit,Salary Deposit
360,40:12.0,9964,payment,Restaurant Bill
360,29:53.7,3427,payment,Online Purchase
361,58:47.4,2913,payment,Grocery Shopping
361,13:18.0,739,withdrawal,Online Transfer
361,57:37.9,156,payment,Grocery Shopping
361,55:52.7,8070,payment,Online Purchase
361,17:04.6,2995,deposit,Salary Deposit
361,44:23.1,3917,deposit,Cash Deposit
362,42:14.6,7265,payment,Restaurant Bill
362,49:34.3,4702,deposit,Cash Deposit
362,08:59.4,4405,withdrawal,Online Transfer
362,45:03.7,7912,deposit,Salary Deposit
362,01:59.3,700,withdrawal,ATM Withdrawal
362,01:29.6,8473,deposit,Check Deposit
362,26:04.6,8354,deposit,Salary Deposit
362,48:30.9,5259,withdrawal,Bill Payment
362,01:20.5,2340,withdrawal,ATM Withdrawal
363,26:44.3,9311,payment,Grocery Shopping
363,48:33.9,8826,payment,Online Purchase
363,50:50.1,4679,withdrawal,Bill Payment
363,27:02.1,1926,withdrawal,ATM Withdrawal
363,01:29.5,5401,deposit,Salary Deposit
365,39:39.6,9181,deposit,Salary Deposit
365,09:36.3,657,deposit,Salary Deposit
365,00:36.5,5876,withdrawal,Online Transfer
365,07:40.2,1570,withdrawal,Bill Payment
366,29:02.5,5669,withdrawal,Bill Payment
367,57:09.8,9139,deposit,Cash Deposit
367,15:37.2,8893,withdrawal,ATM Withdrawal
367,03:05.9,6159,withdrawal,ATM Withdrawal
367,21:54.6,8373,payment,Restaurant Bill
367,38:52.4,8858,deposit,Salary Deposit
367,28:11.7,8102,withdrawal,Bill Payment
367,28:23.0,9692,withdrawal,Bill Payment
369,20:37.0,5217,payment,Grocery Shopping
369,48:12.1,7589,payment,Restaurant Bill
369,27:24.6,115,withdrawal,Online Transfer
369,46:36.9,9502,deposit,Salary Deposit
369,07:08.2,1304,withdrawal,ATM Withdrawal
369,31:25.7,6168,payment,Online Purchase
370,55:31.8,595,withdrawal,ATM Withdrawal
370,00:20.0,2075,withdrawal,Online Transfer
370,02:13.0,7531,deposit,Cash Deposit
370,16:54.5,9192,payment,Restaurant Bill
370,41:08.4,3829,withdrawal,Bill Payment
370,20:00.1,7634,withdrawal,Bill Payment
370,56:27.3,2452,withdrawal,Bill Payment
370,42:46.8,7360,withdrawal,Bill Payment
370,08:44.3,5551,payment,Online Purchase
371,27:58.8,9307,deposit,Cash Deposit
371,01:26.0,2869,payment,Grocery Shopping
371,45:21.1,4004,payment,Grocery Shopping
371,03:33.8,2027,deposit,Cash Deposit
371,39:58.1,6046,withdrawal,Bill Payment
371,29:19.6,7560,withdrawal,Bill Payment
371,25:28.4,282,deposit,Check Deposit
371,47:15.9,2001,payment,Online Purchase
372,51:40.3,5418,withdrawal,ATM Withdrawal
372,22:36.2,4276,withdrawal,ATM Withdrawal
372,00:11.7,7733,withdrawal,Online Transfer
372,36:42.3,7616,deposit,Salary Deposit
372,14:53.6,7409,deposit,Salary Deposit
372,49:19.8,3452,deposit,Salary Deposit
372,41:55.8,5891,withdrawal,ATM Withdrawal
372,02:28.1,8787,payment,Restaurant Bill
373,20:02.8,9852,payment,Online Purchase
373,37:40.0,7679,deposit,Check Deposit
373,18:12.2,431,deposit,Salary Deposit
373,19:18.9,6476,deposit,Cash Deposit
373,07:56.9,5952,deposit,Check Deposit
373,47:58.7,2619,payment,Restaurant Bill
373,50:29.7,663,payment,Online Purchase
373,14:28.7,5853,withdrawal,Bill Payment
373,30:31.6,2473,withdrawal,ATM Withdrawal
374,40:00.5,7725,withdrawal,Bill Payment
374,36:37.0,2459,payment,Restaurant Bill
374,18:51.6,7271,payment,Online Purchase
374,00:59.2,6048,withdrawal,ATM Withdrawal
375,20:32.6,1287,withdrawal,ATM Withdrawal
376,43:21.0,1858,deposit,Check Deposit
376,16:37.9,3359,deposit,Salary Deposit
376,25:10.7,4805,deposit,Check Deposit
376,41:19.9,4503,deposit,Cash Deposit
376,57:28.3,7828,payment,Grocery Shopping
376,58:55.7,7367,deposit,Check Deposit
376,38:20.7,4955,payment,Grocery Shopping
376,44:38.7,6404,payment,Online Purchase
377,09:45.6,3413,withdrawal,Bill Payment
377,05:47.6,2063,payment,Restaurant Bill
377,09:09.1,6669,deposit,Cash Deposit
377,12:00.9,2512,payment,Grocery Shopping
377,31:52.0,6912,withdrawal,ATM Withdrawal
377,25:37.0,1244,payment,Grocery Shopping
377,48:40.8,453,withdrawal,ATM Withdrawal
377,11:18.2,4824,payment,Restaurant Bill
377,20:01.2,3726,payment,Restaurant Bill
378,25:09.0,4988,payment,Online Purchase
378,53:15.6,7200,deposit,Check Deposit
378,10:36.4,9655,payment,Grocery Shopping
379,13:22.3,6815,deposit,Cash Deposit
379,39:14.8,1793,withdrawal,ATM Withdrawal
379,00:42.9,8667,withdrawal,ATM Withdrawal
379,37:57.8,3405,withdrawal,Bill Payment
379,53:53.2,7808,deposit,Check Deposit
379,37:26.3,8017,payment,Grocery Shopping
379,39:45.7,2033,payment,Online Purchase
379,33:25.1,7549,payment,Online Purchase
381,32:30.0,5517,withdrawal,ATM Withdrawal
381,35:20.3,9740,withdrawal,Online Transfer
381,15:11.2,5292,withdrawal,Bill Payment
381,14:48.7,7049,deposit,Cash Deposit
382,24:40.9,6760,payment,Restaurant Bill
383,31:49.3,5430,deposit,Salary Deposit
383,10:30.2,198,payment,Grocery Shopping
383,36:28.0,9422,deposit,Cash Deposit
383,08:10.4,2617,withdrawal,Online Transfer
